Wave,Main
1496.0,4107.00
1497.0,4124.00
1498.0,4140.00
1499.0,4122.00
1500.0,4133.00
1501.0,4135.00
1502.0,4133.00
1503.0,4133.00
1504.0,4120.00
1505.0,4126.00
1506.0,4127.00
1507.0,4114.00
1508.0,4163.00
1509.0,4121.00
1510.0,4116.00
1511.0,4146.00
1512.0,4165.00
1513.0,4159.00
1514.0,4187.00
1515.0,4197.00
1516.0,4229.00
1517.0,4226.00
1518.0,4234.00
1519.0,4239.00
1520.0,4203.00
1521.0,4162.00
1522.0,4136.00
1523.0,4120.00
1524.0,4131.00
1525.0,4138.00
1526.0,4108.00
1527.0,4149.00
1528.0,4100.00
1529.0,4119.00
1530.0,4120.00
1531.0,4140.00
1532.0,4134.00
1533.0,4128.00
1534.0,4134.00
1535.0,4121.00
1536.0,4101.00
1537.0,4128.00
1538.0,4125.00
1539.0,4129.00
1540.0,4138.00
1541.0,4159.00
1542.0,4152.00
1543.0,4139.00
1544.0,4187.00
1545.0,4172.00
1546.0,4178.00
1547.0,4148.00
1548.0,4139.00
1549.0,4126.00
1550.0,4105.00
1551.0,4128.00
1552.0,4132.00
1553.0,4090.00
1554.0,4128.00
1555.0,4131.00
1556.0,4117.00
1557.0,4125.00
1558.0,4132.00
1559.0,4132.00
1560.0,4119.00
1561.0,4102.00
1562.0,4143.00
1563.0,4153.00
1564.0,4104.00
1565.0,4126.00
1566.0,4129.00
1567.0,4127.00
1568.0,4122.00
1569.0,4133.00
1570.0,4128.00
1571.0,4147.00
1572.0,4122.00
1573.0,4136.00
1574.0,4142.00
1575.0,4136.00
1576.0,4135.00
1577.0,4109.00
1578.0,4125.00
1579.0,4132.00
1580.0,4141.00
1581.0,4139.00
1582.0,4190.00
1583.0,4150.00
1584.0,4168.00
1585.0,4146.00
1586.0,4151.00
1587.0,4164.00
1588.0,4168.00
1589.0,4164.00
1590.0,4145.00
1591.0,4158.00
1592.0,4148.00
1593.0,4168.00
1594.0,4188.00
1595.0,4195.00
1596.0,4200.00
1597.0,4245.00
1598.0,4284.00
1599.0,4273.00
1600.0,4282.00
1601.0,4276.00
1602.0,4247.00
1603.0,4196.00
1604.0,4155.00
1605.0,4145.00
1606.0,4172.00
1607.0,4158.00
1608.0,4156.00
1609.0,4171.00
1610.0,4191.00
1611.0,4220.00
1612.0,4332.00
1613.0,4692.00
1614.0,5395.00
1615.0,6366.00
1616.0,7917.00
1617.0,9796.00
1618.0,10817.00
1619.0,11722.00
1620.0,12704.00
1621.0,13582.00
1622.0,12956.00
1623.0,10519.00
1624.0,7532.00
1625.0,5189.00
1626.0,4432.00
1627.0,4296.00
1628.0,4258.00
1629.0,4248.00
1630.0,4222.00
1631.0,4241.00
1632.0,4193.00
1633.0,4221.00
1634.0,4213.00
1635.0,4173.00
1636.0,4194.00
1637.0,4182.00
1638.0,4190.00
1639.0,4202.00
1640.0,4171.00
1641.0,4184.00
1642.0,4193.00
1643.0,4221.00
1644.0,4205.00
1645.0,4222.00
1646.0,4196.00
1647.0,4182.00
1648.0,4210.00
1649.0,4263.00
1650.0,4400.00
1651.0,4633.00
1652.0,5020.00
1653.0,5525.00
1654.0,5914.00
1655.0,6085.00
1656.0,6263.00
1657.0,6580.00
1658.0,6827.00
1659.0,6849.00
1660.0,6146.00
1661.0,5370.00
1662.0,4572.00
1663.0,4303.00
1664.0,4239.00
1665.0,4252.00
1666.0,4188.00
1667.0,4201.00
1668.0,4210.00
1669.0,4218.00
1670.0,4192.00
1671.0,4165.00
1672.0,4199.00
1673.0,4185.00
1674.0,4213.00
1675.0,4204.00
1676.0,4175.00
1677.0,4166.00
1678.0,4182.00
1679.0,4198.00
1680.0,4248.00
1681.0,4282.00
1682.0,4361.00
1683.0,4420.00
1684.0,4408.00
1685.0,4456.00
1686.0,4481.00
1687.0,4531.00
1688.0,4532.00
1689.0,4489.00
1690.0,4380.00
1691.0,4259.00
1692.0,4187.00
1693.0,4165.00
1694.0,4170.00
1695.0,4212.00
1696.0,4151.00
1697.0,4178.00
1698.0,4170.00
1699.0,4161.00
1700.0,4173.00
1701.0,4170.00
1702.0,4168.00
1703.0,4164.00
1704.0,4171.00
1705.0,4175.00
1706.0,4217.00
1707.0,4157.00
1708.0,4168.00
1709.0,4182.00
1710.0,4174.00
1711.0,4166.00
1712.0,4158.00
1713.0,4161.00
1714.0,4148.00
1715.0,4153.00
1716.0,4177.00
1717.0,4160.00
1718.0,4175.00
1719.0,4196.00
1720.0,4171.00
1721.0,4191.00
1722.0,4165.00
1723.0,4206.00
1724.0,4197.00
1725.0,4387.00
1726.0,4539.00
1727.0,4794.00
1728.0,5200.00
1729.0,5431.00
1730.0,5446.00
1731.0,5426.00
1732.0,5653.00
1733.0,5813.00
1734.0,6063.00
1735.0,6180.00
1736.0,5868.00
1737.0,5286.00
1738.0,4622.00
1739.0,4307.00
1740.0,4208.00
1741.0,4240.00
1742.0,4216.00
1743.0,4232.00
1744.0,4227.00
1745.0,4212.00
1746.0,4196.00
1747.0,4217.00
1748.0,4229.00
1749.0,4182.00
1750.0,4217.00
1751.0,4185.00
1752.0,4207.00
1753.0,4182.00
1754.0,4205.00
1755.0,4198.00
1756.0,4211.00
1757.0,4211.00
1758.0,4200.00
1759.0,4179.00
1760.0,4224.00
1761.0,4187.00
1762.0,4214.00
1763.0,4229.00
1764.0,4295.00
1765.0,4417.00
1766.0,4614.00
1767.0,5016.00
1768.0,5494.00
1769.0,6150.00
1770.0,6659.00
1771.0,6717.00
1772.0,6756.00
1773.0,6997.00
1774.0,7316.00
1775.0,7674.00
1776.0,8103.00
1777.0,8444.00
1778.0,7839.00
1779.0,6417.00
1780.0,5077.00
1781.0,4455.00
1782.0,4345.00
1783.0,4302.00
1784.0,4307.00
1785.0,4294.00
1786.0,4306.00
1787.0,4270.00
1788.0,4280.00
1789.0,4254.00
1790.0,4252.00
1791.0,4261.00
1792.0,4241.00
1793.0,4249.00
1794.0,4244.00
1795.0,4269.00
1796.0,4275.00
1797.0,4259.00
1798.0,4259.00
1799.0,4256.00
1800.0,4246.00
1801.0,4239.00
1802.0,4259.00
1803.0,4250.00
1804.0,4253.00
1805.0,4265.00
1806.0,4270.00
1807.0,4267.00
1808.0,4320.00
1809.0,4446.00
1810.0,4758.00
1811.0,5285.00
1812.0,5983.00
1813.0,7101.00
1814.0,8484.00
1815.0,9676.00
1816.0,9895.00
1817.0,10218.00
1818.0,11198.00
1819.0,12416.00
1820.0,12900.00
1821.0,13370.00
1822.0,14652.00
1823.0,15484.00
1824.0,13949.00
1825.0,11041.00
1826.0,8872.00
1827.0,8313.00
1828.0,7552.00
1829.0,6342.00
1830.0,5151.00
1831.0,4669.00
1832.0,4546.00
1833.0,4512.00
1834.0,4480.00
1835.0,4431.00
1836.0,4458.00
1837.0,4404.00
1838.0,4401.00
1839.0,4365.00
1840.0,4379.00
1841.0,4385.00
1842.0,4384.00
1843.0,4330.00
1844.0,4342.00
1845.0,4335.00
1846.0,4311.00
1847.0,4309.00
1848.0,4308.00
1849.0,4293.00
1850.0,4327.00
1851.0,4303.00
1852.0,4311.00
1853.0,4296.00
1854.0,4298.00
1855.0,4327.00
1856.0,4334.00
1857.0,4355.00
1858.0,4520.00
1859.0,4829.00
1860.0,5527.00
1861.0,6529.00
1862.0,7578.00
1863.0,9353.00
1864.0,11399.00
1865.0,12454.00
1866.0,12319.00
1867.0,12128.00
1868.0,12583.00
1869.0,13538.00
1870.0,14304.00
1871.0,14603.00
1872.0,15892.00
1873.0,18631.00
1874.0,19297.00
1875.0,15860.00
1876.0,10587.00
1877.0,6449.00
1878.0,5063.00
1879.0,4874.00
1880.0,4789.00
1881.0,4718.00
1882.0,4690.00
1883.0,4662.00
1884.0,4628.00
1885.0,4606.00
1886.0,4528.00
1887.0,4545.00
1888.0,4512.00
1889.0,4472.00
1890.0,4480.00
1891.0,4484.00
1892.0,4555.00
1893.0,4672.00
1894.0,5021.00
1895.0,5504.00
1896.0,6016.00
1897.0,6838.00
1898.0,7908.00
1899.0,8478.00
1900.0,8677.00
1901.0,8448.00
1902.0,8524.00
1903.0,8901.00
1904.0,9345.00
1905.0,9562.00
1906.0,9840.00
1907.0,10600.00
1908.0,11927.00
1909.0,12043.00
1910.0,10141.00
1911.0,7432.00
1912.0,5385.00
1913.0,4794.00
1914.0,4651.00
1915.0,4570.00
1916.0,4569.00
1917.0,4543.00
1918.0,4505.00
1919.0,4495.00
1920.0,4480.00
1921.0,4446.00
1922.0,4454.00
1923.0,4407.00
1924.0,4403.00
1925.0,4400.00
1926.0,4376.00
1927.0,4352.00
1928.0,4338.00
1929.0,4314.00
1930.0,4329.00
1931.0,4321.00
1932.0,4297.00
1933.0,4277.00
1934.0,4297.00
1935.0,4287.00
1936.0,4306.00
1937.0,4295.00
1938.0,4306.00
1939.0,4266.00
1940.0,4262.00
1941.0,4304.00
1942.0,4282.00
1943.0,4304.00
1944.0,4292.00
1945.0,4273.00
1946.0,4265.00
1947.0,4281.00
1948.0,4277.00
1949.0,4257.00
1950.0,4266.00
1951.0,4266.00
1952.0,4258.00
1953.0,4279.00
1954.0,4259.00
1955.0,4248.00
1956.0,4253.00
1957.0,4245.00
1958.0,4258.00
1959.0,4263.00
1960.0,4261.00
1961.0,4255.00
1962.0,4251.00
1963.0,4264.00
1964.0,4254.00
1965.0,4278.00
1966.0,4267.00
1967.0,4259.00
1968.0,4269.00
1969.0,4280.00
1970.0,4281.00
1971.0,4271.00
1972.0,4266.00
1973.0,4283.00
1974.0,4265.00
1975.0,4303.00
1976.0,4282.00
1977.0,4280.00
1978.0,4311.00
1979.0,4326.00
1980.0,4403.00
1981.0,4537.00
1982.0,4664.00
1983.0,4842.00
1984.0,5073.00
1985.0,5446.00
1986.0,5674.00
1987.0,5853.00
1988.0,5861.00
1989.0,5851.00
1990.0,5876.00
1991.0,5997.00
1992.0,6147.00
1993.0,6226.00
1994.0,6226.00
1995.0,6393.00
1996.0,6578.00
1997.0,7159.00
1998.0,7577.00
1999.0,7152.00
2000.0,6187.00
2001.0,5164.00
2002.0,4679.00
2003.0,4627.00
2004.0,4709.00
2005.0,4847.00
2006.0,5037.00
2007.0,5294.00
2008.0,5674.00
2009.0,5963.00
2010.0,6219.00
2011.0,6519.00
2012.0,6793.00
2013.0,6973.00
2014.0,7035.00
2015.0,7146.00
2016.0,7243.00
2017.0,7271.00
2018.0,7443.00
2019.0,7690.00
2020.0,7997.00
2021.0,8518.00
2022.0,8762.00
2023.0,8363.00
2024.0,7781.00
2025.0,7466.00
2026.0,6924.00
2027.0,6141.00
2028.0,5218.00
2029.0,4742.00
2030.0,4605.00
2031.0,4596.00
2032.0,4535.00
2033.0,4540.00
2034.0,4540.00
2035.0,4523.00
2036.0,4512.00
2037.0,4530.00
2038.0,4521.00
2039.0,4500.00
2040.0,4495.00
2041.0,4549.00
2042.0,4640.00
2043.0,4791.00
2044.0,4956.00
2045.0,5194.00
2046.0,5530.00
2047.0,6065.00
2048.0,6702.00
2049.0,7088.00
2050.0,7532.00
2051.0,8009.00
2052.0,8714.00
2053.0,9277.00
2054.0,9504.00
2055.0,9556.00
2056.0,9686.00
2057.0,9788.00
2058.0,10071.00
2059.0,10565.00
2060.0,11220.00
2061.0,11924.00
2062.0,11956.00
2063.0,11222.00
2064.0,4203.00
2065.0,4184.00
2066.0,4176.00
2067.0,4180.00
2068.0,4184.00
2069.0,4187.00
2070.0,4181.00
2071.0,4173.00
2072.0,4213.00
2073.0,4196.00
2074.0,4190.00
2075.0,4186.00
2076.0,4206.00
2077.0,4183.00
2078.0,4192.00
2079.0,4161.00
2080.0,4184.00
2081.0,4189.00
2082.0,4194.00
2083.0,4188.00
2084.0,4199.00
2085.0,4205.00
2086.0,4199.00
2087.0,4200.00
2088.0,4200.00
2089.0,4203.00
2090.0,4187.00
2091.0,4183.00
2092.0,4196.00
2093.0,4204.00
2094.0,4191.00
2095.0,4198.00
2096.0,4210.00
2097.0,4205.00
2098.0,4197.00
2099.0,4187.00
2100.0,4204.00
2101.0,4176.00
2102.0,4215.00
2103.0,4199.00
2104.0,4210.00
2105.0,4192.00
2106.0,4201.00
2107.0,4207.00
2108.0,4187.00
2109.0,4197.00
2110.0,4205.00
2111.0,4187.00
2112.0,4190.00
2113.0,4162.00
2114.0,4207.00
2115.0,4210.00
2116.0,4170.00
2117.0,4188.00
2118.0,4189.00
2119.0,4178.00
2120.0,4209.00
2121.0,4160.00
2122.0,4184.00
2123.0,4175.00
2124.0,4200.00
2125.0,4191.00
2126.0,4216.00
2127.0,4200.00
